10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10301,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0.666666667,0,0
10302,1,1,1,0,0,1,0,0.8,1,1,0.8,0.4,0,1,0.8,0,1,0.8
10303,1,0,1,0,0,1,0,0.666666667,0.666666667,0.666666667,0,0.666666667,0,0,0.666666667,0,1,0.666666667
10304,0.666666667,0,0.666666667,0,0.666666667,0.5,0,0,0.666666667,0.666666667,0.4,0,0,0.666666667,0.5,0.4,0.666666667,0.666666667
10305,1,1,0.666666667,0,1,0.666666667,0,0,0.666666667,0.666666667,1,0,0,1,0.666666667,0,1,0.666666667
10306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10307,0,1,1,0,0,1,0,1,1,1,0.666666667,0,0,1,1,0.666666667,0,1
10308,0.666666667,0.666666667,0.666666667,0.666666667,0,0.666666667,0,0.666666667,0.4,0.333333333,0,0.4,0,0.666666667,0.5,0.4,0.666666667,0.5
10309,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0.5,1,1
10310,0,1,0,1,0,0,0,1,0.666666667,0.5,0.5,0.666666667,0,1,0.666666667,0.666666667,1,0.666666667
10311,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0.5,0,1
10312,1,1,1,0,1,0,0,0,1,1,0.4,0,0,1,0.666666667,0.25,1,0.666666667
10313,0,1,0,0,0,0,0,0,0,1,0.4,0,0,0,0,0,0,0
10314,0.666666667,0.666666667,0.666666667,0,0.666666667,1,0.666666667,0,0.666666667,0.666666667,0.8,0,0,0.666666667,0.666666667,0.5,0.666666667,0.666666667
10315,1,1,1,0,0,1,0,0,0,0.666666667,0,0,0,1,0.666666667,0,1,0
10316,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.666666667,0,0
10317,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0.5,0,1,1
10318,1,1,1,1,1,1,1,1,1,0.5,0.666666667,0,1,1,1,0,1,1
10319,0,1,0,0,0,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0
10320,0.666666667,0,0.5,0.666666667,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0.25,0.5,0
10321,1,1,1,1,0,1,0,1,1,1,0.666666667,1,0,1,0.666666667,0.666666667,1,0.666666667
10322,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.666666667,0,0
10323,0.666666667,0.5,0.666666667,0.666666667,0,0.666666667,0.666666667,0.666666667,1,0.5,0.8,0,0,0.666666667,0.4,0.666666667,0.666666667,1
10324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10325,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.666666667
10326,0.666666667,1,0.5,0,0,0.5,0,0,0.666666667,1,1,0,0,0,0.666666667,0.333333333,0.666666667,0
10327,1,1,1,0,0,0.8,0,1,1,1,1,0,0,1,0.4,0.4,0.5,0.8
10328,1,1,1,0,1,1,0,0,1,1,0.666666667,0,0,1,1,0.5,1,1
10329,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
10330,0.666666667,1,0.666666667,0,0,0.666666667,0,0,1,1,0.5,0,0,1,0.5,0.4,0,0.666666667
10331,1,1,1,0,0,1,0,1,1,0.666666667,0,1,0,0,0,1,0,0
10332,0,0,0,0,0,0.666666667,0,0,0,0.666666667,0.666666667,0,0,0,0,0.5,0,0
10333,0.666666667,0.666666667,0.5,0.5,0,0.5,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0,0.5,0.666666667,0.5,0,0.5,0.5
10334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0
10335,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0
10336,0.666666667,0.666666667,0.666666667,0.666666667,0,0.666666667,0,0.666666667,0.666666667,0.8,0.8,0,0,0.666666667,0.666666667,0.8,0.666666667,1
10337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10338,0,0.5,0,0,0.666666667,0,0,1,0.5,0.5,0.666666667,0,0,0.666666667,1,0.333333333,0.666666667,1
10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10340,0,1,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0
10341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10342,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0.666666667,0.5,1,1
10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
