10300,0,0
10301,0,0
10302,0,0
10303,0,0
10304,0,0
10305,0,1
10306,1,1
10307,1,1
10308,1,0
10309,0,0
10310,1,0
10311,1,1
10312,0,0
10313,1,0
10314,1,0
10315,1,0
10316,0,0
10317,0,1
10318,1,1
10319,0,0
10320,0,0
10321,0,0
10322,1,0
10323,0,0
10324,1,1
10325,0,1
10326,1,0
10327,0,0
10328,1,0
10329,1,0
10330,1,1
10331,0,0
10332,1,0
10333,0,0
10334,0,0
10335,0,0
10336,0,0
10337,1,0
10338,0,0
10339,1,1
10340,0,0
10341,1,0
10342,1,1
10343,0,0
10344,1,0
10345,1,0
10346,1,0
10347,1,0
10348,0,0
10349,1,0
10350,0,0
10351,1,1
10352,0,0
10353,1,0
10354,1,0
10355,1,0
10356,0,0
10357,0,0
10358,1,1
10359,0,0
10360,1,1
10361,0,0
10362,0,1
10363,0,0
10364,0,0
10365,0,0
10366,1,0
10367,0,0
10368,0,0
10369,0,0
10370,1,1
10371,0,0
10372,0,0
10373,0,0
10374,0,0
10375,1,1
10376,1,0
10377,0,0
10378,1,0
10379,1,0
10380,1,1
10381,0,0
10382,1,1
10383,1,0.833333333
10384,0,0
10385,1,0
10386,1,0
10387,0,0
10388,1,0
10389,1,1
10390,0,0
10391,0,0
10392,1,0.857142857
10393,0,0
10394,0,0
10395,0,0
10396,0,0
10397,0,0
10398,1,1
10399,0,0
10400,1,0
10401,0,0
10402,1,1
10403,1,0
10404,1,0
10405,1,1
10406,0,0
10407,0,0
10408,1,0
10409,0,1
10410,1,1
10411,1,0
10412,1,1
10413,0,0
10414,0,0
10415,0,1
10416,0,0
10417,0,0
10418,1,0.857142857
10419,0,0
10420,1,0
10421,0,0
10422,0,0
10423,0,0
10424,1,1
10425,0,0
10426,0,0
10427,0,0
10428,1,1
10429,1,0
10430,0,0
10431,1,0
10432,0,0
10433,1,1
10434,0,0
10435,1,0.5
10436,0,0
10437,1,1
10438,1,0.666666667
10439,0,0
10440,0,0
10441,1,1
10442,0,0
10443,1,0
10444,1,0
10445,0,1
10446,1,0
10447,0,0
10448,0,0
10449,0,0
10450,1,0
10451,0,0
10452,1,0
10453,0,0
10454,0,0
10455,0,0
10456,0,0
10457,1,0
10458,1,1
10459,0,0
10460,0,0
10461,0,0
10462,0,1
10463,0,0
10464,0,0
10465,1,0
10466,1,0
10467,1,1
10468,0,1
10469,1,0
10470,1,0
10471,0,0
10472,0,0
10473,0,0
10474,1,0
10475,0,0
10476,0,1
10477,1,0
10478,1,1
10479,0,0
10480,1,0
10481,0,0
10482,1,0
10483,0,0
10484,1,1
10485,1,1
10486,0,0
10487,0,0
10488,0,0
10489,1,0
10490,0,0
10491,0,0
10492,0,1
10493,1,1
10494,0,0
10495,1,0
10496,0,0
10497,0,0
10498,1,0
10499,0,0
10500,0,0
10501,0,0
10502,0,0
10503,1,1
10504,1,0.5
10505,0,0
10506,0,0
10507,0,0
10508,0,0
10509,0,0
10510,0,0
10511,0,0
10512,0,0
10513,1,1
10514,0,0
10515,1,0
10516,1,0
10517,0,0
10518,1,1
10519,1,1
10520,0,1
10521,1,0
10522,0,0
10523,0,0
10524,0,0
10525,0,0
10526,0,0
10527,0,0
10528,0,0
10529,0,0
10530,1,1
10531,1,1
10532,1,1
10533,0,1
10534,0,0
10535,0,0
10536,0,0
10537,1,0
10538,1,0
10539,1,1
10540,0,0
10541,1,0
10542,0,0
10543,0,0
10544,1,0
10545,1,0
10546,1,1
10547,0,0
10548,1,1
10549,0,0
10550,0,0
10551,0,0
10552,0,0
10553,0,0
10554,0,0
10555,1,1
10556,1,1
10557,0,0
10558,0,0
10559,0,0
10560,0,0
10561,0,1
10562,0,0
10563,0,0
10564,0,0
10565,0,0
10566,0,1
10567,1,0
10568,0,0
10569,1,0
10570,0,0
10571,1,0
10572,1,0.666666667
10573,1,0
10574,0,0
10575,1,1
10576,1,1
10577,1,0
10578,1,0
10579,1,1
10580,1,0
10581,1,1
10582,0,0
10583,1,1
10584,1,1
10585,1,0
10586,0,0
10587,1,0
10588,1,0
10589,1,1
10590,0,0
10591,0,0
10592,0,0
10593,0,0
10594,0,0
10595,1,0
10596,0,0
10597,0,0
10598,1,0
10599,1,1
10600,1,1
10601,0,0
10602,0,0
10603,1,0
10604,1,1
10605,0,0
10606,1,0
10607,0,1
10608,0,0
10609,1,0.947368421
10610,1,1
10611,0,0
10612,1,1
10613,1,1
10614,0,0
10615,1,1
10616,1,0
10617,0,1
10618,0,1
10619,1,0
10620,1,0
10621,0,0
10622,0.5,0
10623,1,0
10624,0,0
10625,0,0
10626,0,0
10627,0,0
10628,1,1
10629,0,0
10630,0,0
10631,0,0
10632,0,0
10633,0,0
10634,1,0
10635,0,0
10636,1,0
10637,0,0
10638,1,0
10639,0,0
10640,1,0
10641,1,1
10642,0,0
10643,0,1
10644,0,0
10645,1,1
10646,1,1
10647,0,0
10648,0,0
10649,0,0
10650,1,1
10651,1,0
10652,1,0
10653,1,0
10654,0,0
10655,0,0
10656,1,0
10657,1,1
10658,1,0
10659,1,0
10660,1,0
10661,1,1
10662,1,0.75
10663,0,0
10664,0,0
10665,1,0
10666,0,0
10667,0,0
10668,1,1
10669,0,0
10670,0,0
10671,0,0
10672,0,0
10673,0,0
10674,0,1
10675,1,1
10676,0,1
10677,0,1
10678,1,1
10679,1,0
10680,1,0
10681,1,0
10682,0,0
10683,0,0
10684,1,0
10685,0,0
10686,1,1
10687,0,0
10688,1,0
10689,1,0
10690,0,0
10691,1,1
10692,0,0
10693,0,0
10694,0,0
10695,1,0
10696,0,0
10697,0,0
10698,1,1
10699,0,0
10700,1,0
10701,0,0
10702,0,0
10703,0,1
10704,0,0
10705,0,0
10706,0,0
10707,1,0
10708,1,0
10709,0,0
10710,1,0
10711,1,0
10712,0,0
10713,0,0
10714,0,0
10715,1,0
10716,0,0
10717,1,0
10718,0,0
10719,0,0
10720,1,0
10721,1,1
10722,0,1
10723,1,0
10724,0,0
10725,1,0
10726,1,0
10727,0,1
10728,1,0
10729,0,0
10730,1,1
10731,0,0
10732,1,1
10733,0,0
10734,0,1
10735,1,1
10736,0,0
10737,1,0
10738,1,0
10739,1,0
10740,0,0
10741,0,0
10742,0,0
10743,1,0
10744,0,0
10745,0,0
10746,1,0
10747,1,0
10748,0,1
10749,0,0
10750,0,0
10751,0,0
10752,0,0
10753,1,1
10754,1,0
10755,0,0
10756,0,0
10757,1,0
10758,0,0
10759,0,0
10760,0,0
10761,0,0
10762,1,0
10763,1,0
10764,1,0
10765,0,0
10766,0,0
10767,1,0
10768,1,1
10769,1,1
10770,0,0
10771,1,0
10772,0,0
10773,0,0
10774,0,0
10775,1,1
10776,0,0
10777,0,0
10778,1,0
10779,1,0
10780,0,0
10781,0,0
10782,0,0
10783,1,1
10784,1,0
10785,1,0
10786,0,1
10787,0,0
10788,0,0
10789,0,0.952380952
10790,1,0
10791,0,0
10792,1,1
10793,1,1
10794,1,0
10795,0,0
10796,1,1
10797,0,0
10798,0,0
10799,0,0
10800,1,0
10801,1,1
10802,1,1
10803,0,0
10804,1,1
10805,1,1
10806,0,0
10807,0,0
10808,1,0.944444444
10809,1,0
10810,0,0
10811,1,0
10812,1,1
10813,0,1
10814,0,0
10815,0,0
10816,1,1
10817,0,0
10818,1,1
10819,0,0
10820,1,0
10821,0,0
10822,0,0
10823,1,0
10824,0,0
10825,0,0
10826,0,0
10827,1,1
10828,0,0
10829,1,1
10830,1,1
10831,0,0
10832,0,0
10833,1,1
10834,1,1
10835,0,0
10836,1,1
10837,1,0
10838,0,0
10839,0,0
10840,0,1
10841,1,1
10842,0,0
10843,1,1
10844,1,0
10845,0,1
10846,0,0
10847,1,0.666666667
10848,0,0
10849,1,1
10850,0,0
10851,0,0
10852,0,0
10853,0,0
10854,0,0
10855,1,1
10856,0,0
10857,0,0
10858,0,0
10859,0,0
10860,1,1
10861,0,0
10862,0,0
10863,1,1
10864,0,0
10865,0,0
10866,1,0.956521739
10867,0,0
10868,0,0
10869,0,0
10870,0,0
10871,1,0
10872,1,0
10873,0,0
10874,0,1
10875,1,0.5
10876,1,0
10877,1,0
10878,1,0
10879,0,0
10880,1,0
10881,1,0
10882,0,0
10883,0,0
10884,1,0.666666667
10885,0,0
10886,1,1
10887,0,0
10888,1,1
10889,1,1
10890,1,0
10891,0,0
10892,0,0
10893,1,1
10894,0,0
10895,0,0
10896,0,0
10897,0,0
10898,0,0
10899,1,0
10900,0,0
10901,0,1
10902,0,0
10903,0,0
10904,0,0
10905,0,0
10906,1,1
10907,0,0
10908,0,0
10909,1,0
10910,0,0
10911,1,1
10912,0,0
10913,0,0
10914,0,0
10915,1,1
10916,0,0
10917,1,0
10918,0,0
10919,0,0
10920,1,0
10921,0,0
10922,0,0
10923,1,1
10924,0,0
10925,0,0
10926,0,0
10927,1,0
10928,0,1
10929,1,1
10930,1,0
10931,0,0
10932,1,0
10933,1,0
10934,1,0
10935,0,0
10936,1,1
10937,1,1
10938,0,0
10939,0,0
10940,0,0
10941,0,0
10942,0,1
10943,0,0
10944,1,1
10945,0,0
10946,0,0
10947,0,0
10948,0,1
10949,0,0
10950,1,0
10951,1,1
10952,1,0.986666667
10953,1,0
10954,0,0
10955,1,1
10956,0,0
10957,1,0
10958,1,0
10959,1,1
10960,0,1
10961,0,0
10962,0.333333333,0
10963,1,0
10964,0,0
10965,1,1
10966,1,0
10967,1,0.5
10968,0,0
10969,1,1
10970,0,0
10971,0,0
10972,1,0
10973,1,0
10974,1,0
10975,1,0
10976,0,0
10977,1,1
10978,0,0
10979,0,0
10980,1,0
10981,0,0
10982,1,0
10983,0,0
10984,1,1
10985,1,1
10986,0,0
10987,1,1
10988,0,0
10989,1,0
10990,0,0
10991,0,0
10992,1,0
10993,1,0
10994,1,0
10995,0,0
10996,1,0.5
10997,0,0
10998,0,0
10999,0,0
11000,1,0
11001,0,0
11002,1,1
11003,0,0
11004,0,0
11005,0,0
11006,1,0.99122807
11007,1,0
11008,1,0.75
11009,0,0
11010,1,0
11011,1,1
11012,0,0
11013,1,1
11014,0,0
11015,0,0
11016,1,0
11017,0,0
11018,0,0
11019,0,0
11020,1,1
11021,0,0
11022,1,1
11023,0,0
11024,0,0
11025,0,0
11026,0,0
11027,1,1
11028,0,0
11029,1,0
11030,0,0
11031,0,0
11032,0,0
11033,0,0
11034,1,1
11035,1,0
11036,1,0
11037,1,0
11038,0,0
11039,0,1
11040,1,0
11041,0,0
11042,0,0
11043,1,0
11044,0,0
11045,1,0
11046,1,0
11047,0,0
11048,0,0
11049,0,0
11050,0,0
11051,1,1
11052,1,0
11053,0,0
11054,0,0
11055,1,1
11056,1,0
11057,1,1
11058,0,0
11059,0,0
11060,1,1
11061,0,0
11062,1,0
11063,0,0
11064,0,0
11065,0,0
11066,1,0
11067,0,0
11068,1,0
11069,0,0
11070,0,0
11071,1,0
11072,0,0
11073,0,0
11074,0,0
11075,1,0
11076,0,0
11077,1,0
11078,1,1
11079,1,1
11080,1,1
11081,0,0
11082,0,0
11083,0,0
11084,1,0
11085,0,0
11086,0,0
11087,0,0
11088,1,0
11089,1,0.5
11090,0,0
11091,0,0
11092,0,0
11093,0,0
11094,0,0
11095,0,0
11096,1,0
11097,1,0
11098,1,0
11099,1,0
11100,0,0
11101,0,0
11102,0,0
11103,0,0
11104,1,1
11105,1,0
11106,1,0
11107,0,1
11108,1,0
11109,0,0
11110,1,0
11111,1,0
11112,1,0
11113,0,0
11114,1,1
11115,1,1
11116,0,1
11117,0,0
11118,1,0.666666667
11119,1,0
11120,0,0
11121,1,0
11122,0,0
11123,1,0
11124,1,0
11125,0,0
11126,1,0
11127,0,0
11128,1,1
11129,0,0
11130,1,0.5
11131,0,1
11132,0,0
11133,0,1
11134,0,0
11135,1,1
11136,0,0
11137,0,0
11138,0,0
11139,0,0
11140,1,0
11141,1,0
11142,0,0
11143,0,0
11144,0,0
11145,0,0
11146,1,0
11147,1,0
11148,1,0
11149,0,0
11150,0,0
11151,0,0
11152,1,1
11153,1,1
11154,0,0
11155,0,0
11156,0,1
11157,1,1
11158,0,0
11159,1,0
11160,0,0
11161,0,0
11162,0,1
11163,0,0
11164,0,0
11165,1,0
11166,0,0
11167,1,1
11168,0,0
11169,1,1
11170,0,0
11171,1,1
11172,0,0
11173,1,0
11174,0,0
11175,1,0
11176,0,0
11177,0.6,1
11178,0,0
11179,0,0
11180,0,0
11181,1,0
11182,0,0
11183,1,1
11184,1,1
11185,1,1
11186,0,0
11187,1,1
11188,1,0
11189,0,0
